	addr	pc
2665	"('24', 'EUNOS CRES', 'GEYLANG')"	400024
2666	"('24', 'HOUGANG AVE 3', 'HOUGANG')"	530024
2667	"('24', 'JLN MEMBINA BARAT', 'BUKIT MERAH')"	169460
2668	"('24', 'KG BAHRU HILL', 'BUKIT MERAH')"	162024
2669	"('24', 'MARSILING DR', 'WOODLANDS')"	730024
2670	"('24', 'NEW UPP CHANGI RD', 'BEDOK')"	461024
2671	"('24', 'SIN MING RD', 'BISHAN')"	570024
2672	"('24', 'TANGLIN HALT RD', 'QUEENSTOWN')"	140024
2673	"('24', 'TEBAN GDNS RD', 'JURONG EAST')"	600024
2674	"('24', 'TELOK BLANGAH CRES', 'BUKIT MERAH')"	90024
2675	"('24', 'TIONG BAHRU RD', 'BUKIT MERAH')"	164024
2676	"('240', 'BISHAN ST 22', 'BISHAN')"	570240
2677	"('240', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650240
2678	"('240', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670240
2679	"('240', 'COMPASSVALE WALK', 'SENGKANG')"	540240
2680	"('240', 'HOUGANG ST 22', 'HOUGANG')"	530240
2681	"('240', 'JURONG EAST ST 21', 'JURONG EAST')"	600240
2682	"('240', 'LOR 1 TOA PAYOH', 'TOA PAYOH')"	310240
2683	"('240', 'PASIR RIS ST 21', 'PASIR RIS')"	510240
2684	"('240', 'SERANGOON AVE 2', 'SERANGOON')"	550240
2685	"('240', 'TAMPINES ST 21', 'TAMPINES')"	520240
2686	"('240', 'YISHUN RING RD', 'YISHUN')"	760240
2687	"('241', 'BISHAN ST 22', 'BISHAN')"	570241
2688	"('241', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650241
2689	"('241', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670241
2690	"('241', 'COMPASSVALE WALK', 'SENGKANG')"	540241
2691	"('241', 'HOUGANG ST 22', 'HOUGANG')"	530241
2692	"('241', 'JURONG EAST ST 24', 'JURONG EAST')"	600241
2693	"('241', 'KIM KEAT LINK', 'TOA PAYOH')"	310241
2694	"('241', 'PASIR RIS ST 21', 'PASIR RIS')"	510241
2695	"('241', 'SERANGOON AVE 3', 'SERANGOON')"	550241
2696	"('241', 'TAMPINES ST 21', 'TAMPINES')"	520241
2697	"('241', 'YISHUN RING RD', 'YISHUN')"	760241
2698	"('242', 'BISHAN ST 22', 'BISHAN')"	570242
2699	"('242', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650242
2700	"('242', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670242
2701	"('242', 'HOUGANG ST 22', 'HOUGANG')"	530242
2702	"('242', 'JURONG EAST ST 24', 'JURONG EAST')"	600242
2703	"('242', 'KIM KEAT LINK', 'TOA PAYOH')"	310242
2704	"('242', 'PASIR RIS ST 21', 'PASIR RIS')"	510242
2705	"('242', 'SERANGOON AVE 3', 'SERANGOON')"	550242
2706	"('242', 'SIMEI ST 5', 'TAMPINES')"	520242
2707	"('242', 'TAMPINES ST 21', 'TAMPINES')"	521242
2708	"('242', 'YISHUN RING RD', 'YISHUN')"	760242
2709	"('243', 'BISHAN ST 22', 'BISHAN')"	570243
2710	"('243', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650243
2711	"('243', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670243
2712	"('243', 'HOUGANG ST 22', 'HOUGANG')"	530243
2713	"('243', 'JURONG EAST ST 24', 'JURONG EAST')"	600243
2714	"('243', 'KIM KEAT LINK', 'TOA PAYOH')"	310243
2715	"('243', 'PASIR RIS ST 21', 'PASIR RIS')"	510243
2716	"('243', 'SERANGOON AVE 2', 'SERANGOON')"	550243
2717	"('243', 'SIMEI ST 5', 'TAMPINES')"	520243
2718	"('243', 'TAMPINES ST 21', 'TAMPINES')"	521243
2719	"('243', 'YISHUN RING RD', 'YISHUN')"	760243
2720	"('244', 'BISHAN ST 22', 'BISHAN')"	570244
2721	"('244', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650244
2722	"('244', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670244
2723	"('244', 'COMPASSVALE RD', 'SENGKANG')"	540244
2724	"('244', 'HOUGANG ST 22', 'HOUGANG')"	530244
2725	"('244', 'JURONG EAST ST 24', 'JURONG EAST')"	600244
2726	"('244', 'KIM KEAT LINK', 'TOA PAYOH')"	310244
2727	"('244', 'PASIR RIS ST 21', 'PASIR RIS')"	510244
2728	"('244', 'SERANGOON AVE 2', 'SERANGOON')"	550244
2729	"('244', 'SIMEI ST 5', 'TAMPINES')"	520244
2730	"('244', 'TAMPINES ST 21', 'TAMPINES')"	521244
2731	"('244', 'YISHUN RING RD', 'YISHUN')"	760244
2732	"('245', 'BISHAN ST 22', 'BISHAN')"	570245
2733	"('245', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650245
2734	"('245', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	670245
2735	"('245', 'COMPASSVALE RD', 'SENGKANG')"	540245
2736	"('245', 'HOUGANG ST 22', 'HOUGANG')"	530245
2737	"('245', 'JURONG EAST ST 24', 'JURONG EAST')"	600245
2738	"('245', 'KIM KEAT LINK', 'TOA PAYOH')"	310245
2739	"('245', 'PASIR RIS ST 21', 'PASIR RIS')"	510245
2740	"('245', 'SERANGOON AVE 2', 'SERANGOON')"	550245
2741	"('245', 'SIMEI ST 5', 'TAMPINES')"	520245
2742	"('245', 'TAMPINES ST 21', 'TAMPINES')"	521245
2743	"('245', 'YISHUN AVE 9', 'YISHUN')"	760245
2744	"('246', 'BANGKIT RD', 'BUKIT PANJANG')"	670246
2745	"('246', 'BISHAN ST 22', 'BISHAN')"	570246
2746	"('246', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650246
2747	"('246', 'COMPASSVALE RD', 'SENGKANG')"	540246
2748	"('246', 'HOUGANG ST 22', 'HOUGANG')"	530246
2749	"('246', 'JURONG EAST ST 24', 'JURONG EAST')"	600246
2750	"('246', 'KIM KEAT LINK', 'TOA PAYOH')"	310246
2751	"('246', 'PASIR RIS ST 21', 'PASIR RIS')"	510246
2752	"('246', 'SERANGOON AVE 3', 'SERANGOON')"	550246
2753	"('246', 'SIMEI ST 5', 'TAMPINES')"	520246
2754	"('246', 'TAMPINES ST 21', 'TAMPINES')"	521246
2755	"('246', 'YISHUN AVE 9', 'YISHUN')"	760246
2756	"('247', 'ANG MO KIO AVE 3', 'ANG MO KIO')"	560247
2757	"('247', 'BISHAN ST 22', 'BISHAN')"	570247
2758	"('247', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650247
2759	"('247', 'COMPASSVALE RD', 'SENGKANG')"	540247
2760	"('247', 'HOUGANG AVE 3', 'HOUGANG')"	530247
2761	"('247', 'JURONG EAST ST 24', 'JURONG EAST')"	600247
2762	"('247', 'KIM KEAT LINK', 'TOA PAYOH')"	310247
2763	"('247', 'PASIR RIS ST 21', 'PASIR RIS')"	510247
2764	"('247', 'SIMEI ST 5', 'TAMPINES')"	520247
2765	"('247', 'TAMPINES ST 21', 'TAMPINES')"	521247
2766	"('247', 'YISHUN AVE 9', 'YISHUN')"	760247
2767	"('248', 'ANG MO KIO AVE 2', 'ANG MO KIO')"	560248
2768	"('248', 'BANGKIT RD', 'BUKIT PANJANG')"	670248
2769	"('248', 'BISHAN ST 22', 'BISHAN')"	570248
2770	"('248', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650248
2771	"('248', 'CHOA CHU KANG AVE 2', 'CHOA CHU KANG')"	680248
2772	"('248', 'COMPASSVALE RD', 'SENGKANG')"	540248
2773	"('248', 'HOUGANG AVE 3', 'HOUGANG')"	530248
2774	"('248', 'JURONG EAST ST 24', 'JURONG EAST')"	600248
2775	"('248', 'KIM KEAT LINK', 'TOA PAYOH')"	310248
2776	"('248', 'PASIR RIS ST 21', 'PASIR RIS')"	510248
2777	"('248', 'TAMPINES ST 21', 'TAMPINES')"	521248
2778	"('248', 'YISHUN AVE 9', 'YISHUN')"	760248
2779	"('249', 'BANGKIT RD', 'BUKIT PANJANG')"	670249
2780	"('249', 'BISHAN ST 22', 'BISHAN')"	570249
2781	"('249', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650249
2782	"('249', 'CHOA CHU KANG AVE 2', 'CHOA CHU KANG')"	680249
2783	"('249', 'COMPASSVALE RD', 'SENGKANG')"	540249
2784	"('249', 'HOUGANG AVE 3', 'HOUGANG')"	530249
2785	"('249', 'JURONG EAST ST 24', 'JURONG EAST')"	600249
2786	"('249', 'KIM KEAT LINK', 'TOA PAYOH')"	310249
2787	"('249', 'PASIR RIS ST 21', 'PASIR RIS')"	510249
2788	"('249', 'TAMPINES ST 21', 'TAMPINES')"	520249
2789	"('249', 'YISHUN AVE 9', 'YISHUN')"	760249
2790	"('25', 'CHAI CHEE RD', 'BEDOK')"	460025
2791	"('25', 'EUNOS CRES', 'GEYLANG')"	400025
2792	"('25', 'LIM LIAK ST', 'BUKIT MERAH')"	161025
2793	"('25', 'MARSILING DR', 'WOODLANDS')"	730025
2794	"('25', 'NEW UPP CHANGI RD', 'BEDOK')"	462025
2795	"('25', 'SIN MING RD', 'BISHAN')"	570025
2796	"('25', 'TANGLIN HALT RD', 'QUEENSTOWN')"	140025
2797	"('25', 'TEBAN GDNS RD', 'JURONG EAST')"	600025
2798	"('25', 'TECK WHYE LANE', 'CHOA CHU KANG')"	680025
2799	"('25', 'TELOK BLANGAH CRES', 'BUKIT MERAH')"	90025
2800	"('25', 'TOA PAYOH EAST', 'TOA PAYOH')"	310025
2801	"('250', 'BANGKIT RD', 'BUKIT PANJANG')"	670250
2802	"('250', 'BISHAN ST 22', 'BISHAN')"	570250
2803	"('250', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650250
2804	"('250', 'CHOA CHU KANG AVE 2', 'CHOA CHU KANG')"	680250
2805	"('250', 'HOUGANG AVE 3', 'HOUGANG')"	530250
2806	"('250', 'JURONG EAST ST 24', 'JURONG EAST')"	600250
2807	"('250', 'KIM KEAT LINK', 'TOA PAYOH')"	310250
2808	"('250', 'PASIR RIS ST 21', 'PASIR RIS')"	510250
2809	"('250', 'TAMPINES ST 21', 'TAMPINES')"	520250
2810	"('250', 'YISHUN AVE 9', 'YISHUN')"	760250
2811	"('250A', 'COMPASSVALE ST', 'SENGKANG')"	541250
2812	"('250B', 'COMPASSVALE ST', 'SENGKANG')"	542250
2813	"('250C', 'COMPASSVALE ST', 'SENGKANG')"	543250
2814	"('250D', 'COMPASSVALE ST', 'SENGKANG')"	544250
2815	"('251', 'BANGKIT RD', 'BUKIT PANJANG')"	670251
2816	"('251', 'BISHAN ST 22', 'BISHAN')"	570251
2817	"('251', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650251
2818	"('251', 'CHOA CHU KANG AVE 2', 'CHOA CHU KANG')"	680251
2819	"('251', 'COMPASSVALE ST', 'SENGKANG')"	540251
2820	"('251', 'HOUGANG AVE 3', 'HOUGANG')"	530251
2821	"('251', 'JURONG EAST ST 24', 'JURONG EAST')"	600251
2822	"('251', 'KIM KEAT LINK', 'TOA PAYOH')"	310251
2823	"('251', 'PASIR RIS ST 21', 'PASIR RIS')"	510251
2824	"('251', 'TAMPINES ST 21', 'TAMPINES')"	520251
2825	"('251', 'YISHUN RING RD', 'YISHUN')"	760251
2826	"('252', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560252
2827	"('252', 'BANGKIT RD', 'BUKIT PANJANG')"	670252
2828	"('252', 'BISHAN ST 22', 'BISHAN')"	570252
2829	"('252', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650252
2830	"('252', 'CHOA CHU KANG AVE 2', 'CHOA CHU KANG')"	680252
2831	"('252', 'COMPASSVALE ST', 'SENGKANG')"	540252
2832	"('252', 'HOUGANG AVE 3', 'HOUGANG')"	530252
2833	"('252', 'JURONG EAST ST 24', 'JURONG EAST')"	600252
2834	"('252', 'KIM KEAT LINK', 'TOA PAYOH')"	310252
2835	"('252', 'PASIR RIS ST 21', 'PASIR RIS')"	510252
2836	"('252', 'TAMPINES ST 21', 'TAMPINES')"	520252
2837	"('252', 'YISHUN RING RD', 'YISHUN')"	760252
2838	"('253', 'ANG MO KIO ST 21', 'ANG MO KIO')"	560253
2839	"('253', 'BANGKIT RD', 'BUKIT PANJANG')"	670253
2840	"('253', 'BISHAN ST 22', 'BISHAN')"	570253
2841	"('253', 'BT BATOK EAST AVE 5', 'BUKIT BATOK')"	650253
2842	"('253', 'COMPASSVALE ST', 'SENGKANG')"	540253
2843	"('253', 'HOUGANG AVE 3', 'HOUGANG')"	530253
2844	"('253', 'JURONG EAST ST 24', 'JURONG EAST')"	600253
2845	"('253', 'KIM KEAT AVE', 'TOA PAYOH')"	310253
2846	"('253', 'PASIR RIS ST 21', 'PASIR RIS')"	510253
2847	"('253', 'SERANGOON CTRL DR', 'SERANGOON')"	550253
2848	"('253', 'SIMEI ST 1', 'TAMPINES')"	520253
2849	"('253', 'TAMPINES ST 21', 'TAMPINES')"	521253
2850	"('253', 'YISHUN RING RD', 'YISHUN')"	760253
2851	"('253A', 'ANG MO KIO ST 21', 'ANG MO KIO')"	561253
2852	"('254', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560254
2853	"('254', 'BANGKIT RD', 'BUKIT PANJANG')"	670254
2854	"('254', 'BISHAN ST 22', 'BISHAN')"	570254
2855	"('254', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	651254
2856	"('254', 'CHOA CHU KANG AVE 2', 'CHOA CHU KANG')"	680254
2857	"('254', 'COMPASSVALE RD', 'SENGKANG')"	540254
2858	"('254', 'HOUGANG AVE 3', 'HOUGANG')"	530254
2859	"('254', 'KIM KEAT AVE', 'TOA PAYOH')"	310254
2860	"('254', 'PASIR RIS ST 21', 'PASIR RIS')"	510254
2861	"('254', 'SERANGOON CTRL DR', 'SERANGOON')"	550254
2862	"('254', 'SIMEI ST 1', 'TAMPINES')"	520254
2863	"('254', 'TAMPINES ST 21', 'TAMPINES')"	521254
2864	"('254', 'YISHUN RING RD', 'YISHUN')"	760254
2865	"('255', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560255
2866	"('255', 'BANGKIT RD', 'BUKIT PANJANG')"	670255
2867	"('255', 'BISHAN ST 22', 'BISHAN')"	570255
2868	"('255', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650255
2869	"('255', 'COMPASSVALE RD', 'SENGKANG')"	540255
2870	"('255', 'KIM KEAT AVE', 'TOA PAYOH')"	310255
2871	"('255', 'PASIR RIS ST 21', 'PASIR RIS')"	510255
2872	"('255', 'SERANGOON CTRL DR', 'SERANGOON')"	550255
2873	"('255', 'SIMEI ST 1', 'TAMPINES')"	520255
2874	"('255', 'TAMPINES ST 21', 'TAMPINES')"	521255
2875	"('255', 'YISHUN RING RD', 'YISHUN')"	760255
2876	"('256', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560256
2877	"('256', 'BISHAN ST 22', 'BISHAN')"	570256
2878	"('256', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650256
2879	"('256', 'COMPASSVALE RD', 'SENGKANG')"	540256
2880	"('256', 'JURONG EAST ST 24', 'JURONG EAST')"	600256
2881	"('256', 'KIM KEAT AVE', 'TOA PAYOH')"	310256
2882	"('256', 'PASIR RIS ST 21', 'PASIR RIS')"	510256
2883	"('256', 'SERANGOON CTRL DR', 'SERANGOON')"	550256
2884	"('256', 'SIMEI ST 1', 'TAMPINES')"	520256
2885	"('256', 'TAMPINES ST 21', 'TAMPINES')"	522256
2886	"('256', 'YISHUN RING RD', 'YISHUN')"	760256
2887	"('257', 'BANGKIT RD', 'BUKIT PANJANG')"	670257
2888	"('257', 'BISHAN ST 22', 'BISHAN')"	570257
2889	"('257', 'BOON LAY DR', 'JURONG WEST')"	640257
2890	"('257', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650257
2891	"('257', 'JURONG EAST ST 24', 'JURONG EAST')"	600257
2892	"('257', 'KIM KEAT AVE', 'TOA PAYOH')"	310257
2893	"('257', 'PASIR RIS ST 21', 'PASIR RIS')"	510257
2894	"('257', 'SERANGOON CTRL DR', 'SERANGOON')"	550257
2895	"('257', 'TAMPINES ST 21', 'TAMPINES')"	520257
2896	"('257', 'YISHUN RING RD', 'YISHUN')"	760257
2897	"('257A', 'COMPASSVALE RD', 'SENGKANG')"	541257
2898	"('257B', 'COMPASSVALE RD', 'SENGKANG')"	542257
2899	"('257C', 'COMPASSVALE RD', 'SENGKANG')"	543257
2900	"('258', 'ANG MO KIO AVE 4', 'ANG MO KIO')"	560258
2901	"('258', 'BISHAN ST 22', 'BISHAN')"	570258
2902	"('258', 'BOON LAY DR', 'JURONG WEST')"	640258
2903	"('258', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650258
2904	"('258', 'JURONG EAST ST 24', 'JURONG EAST')"	600258
2905	"('258', 'KIM KEAT AVE', 'TOA PAYOH')"	310258
2906	"('258', 'SERANGOON CTRL DR', 'SERANGOON')"	550258
2907	"('258', 'TAMPINES ST 21', 'TAMPINES')"	520258
2908	"('258', 'YISHUN ST 22', 'YISHUN')"	760258
2909	"('258A', 'COMPASSVALE RD', 'SENGKANG')"	541258
2910	"('258A', 'PUNGGOL FIELD', 'PUNGGOL')"	821258
2911	"('258B', 'COMPASSVALE RD', 'SENGKANG')"	542258
2912	"('258B', 'PUNGGOL FIELD', 'PUNGGOL')"	822258
2913	"('258C', 'COMPASSVALE RD', 'SENGKANG')"	543258
2914	"('258C', 'PUNGGOL FIELD', 'PUNGGOL')"	823258
2915	"('258D', 'COMPASSVALE RD', 'SENGKANG')"	544258
2916	"('259', 'ANG MO KIO AVE 2', 'ANG MO KIO')"	560259
2917	"('259', 'BISHAN ST 22', 'BISHAN')"	570259
2918	"('259', 'BOON LAY DR', 'JURONG WEST')"	640259
2919	"('259', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	651259
2920	"('259', 'BT PANJANG RING RD', 'BUKIT PANJANG')"	671259
2921	"('259', 'JURONG EAST ST 24', 'JURONG EAST')"	600259
2922	"('259', 'KIM KEAT AVE', 'TOA PAYOH')"	310259
2923	"('259', 'TAMPINES ST 21', 'TAMPINES')"	520259
2924	"('259', 'YISHUN ST 22', 'YISHUN')"	760259
2925	"('259A', 'COMPASSVALE RD', 'SENGKANG')"	541259
2926	"('259A', 'PUNGGOL FIELD', 'PUNGGOL')"	821259
2927	"('259B', 'COMPASSVALE RD', 'SENGKANG')"	542259
2928	"('259B', 'PUNGGOL FIELD', 'PUNGGOL')"	822259
2929	"('259C', 'COMPASSVALE RD', 'SENGKANG')"	543259
2930	"('259C', 'PUNGGOL FIELD', 'PUNGGOL')"	823259
2931	"('25A', 'JLN MEMBINA', 'BUKIT MERAH')"	162025
2932	"('25B', 'JLN MEMBINA', 'BUKIT MERAH')"	164025
2933	"('26', 'BENDEMEER RD', 'KALLANG/WHAMPOA')"	330026
2934	"('26', 'CHAI CHEE RD', 'BEDOK')"	460026
2935	"('26', 'DOVER CRES', 'QUEENSTOWN')"	130026
2936	"('26', 'GHIM MOH LINK', 'QUEENSTOWN')"	270026
2937	"('26', 'JLN BERSEH', 'CENTRAL AREA')"	200026
2938	"('26', 'JLN KLINIK', 'BUKIT MERAH')"	160026
2939	"('26', 'MARSILING DR', 'WOODLANDS')"	730026
2940	"('26', 'NEW UPP CHANGI RD', 'BEDOK')"	462026
2941	"('26', 'TANGLIN HALT RD', 'QUEENSTOWN')"	141026
2942	"('26', 'TECK WHYE LANE', 'CHOA CHU KANG')"	680026
2943	"('26', 'TELOK BLANGAH CRES', 'BUKIT MERAH')"	90026
2944	"('26', 'TIONG BAHRU RD', 'BUKIT MERAH')"	164026
2945	"('26', 'TOA PAYOH EAST', 'TOA PAYOH')"	310026
2946	"('260', 'BISHAN ST 22', 'BISHAN')"	570260
2947	"('260', 'BOON LAY DR', 'JURONG WEST')"	640260
2948	"('260', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650260
2949	"('260', 'JURONG EAST ST 24', 'JURONG EAST')"	600260
2950	"('260', 'TAMPINES ST 21', 'TAMPINES')"	520260
2951	"('260', 'YISHUN ST 22', 'YISHUN')"	760260
2952	"('260A', 'PUNGGOL WAY', 'PUNGGOL')"	821260
2953	"('260A', 'SENGKANG EAST WAY', 'SENGKANG')"	541260
2954	"('260B', 'PUNGGOL WAY', 'PUNGGOL')"	822260
2955	"('260B', 'SENGKANG EAST WAY', 'SENGKANG')"	542260
2956	"('260C', 'PUNGGOL WAY', 'PUNGGOL')"	823260
2957	"('260C', 'SENGKANG EAST WAY', 'SENGKANG')"	543260
2958	"('260D', 'SENGKANG EAST WAY', 'SENGKANG')"	544260
2959	"('261', 'BISHAN ST 22', 'BISHAN')"	570261
2960	"('261', 'BOON LAY DR', 'JURONG WEST')"	640261
2961	"('261', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650261
2962	"('261', 'JURONG EAST ST 24', 'JURONG EAST')"	600261
2963	"('261', 'SERANGOON CTRL DR', 'SERANGOON')"	550261
2964	"('261', 'TAMPINES ST 21', 'TAMPINES')"	520261
2965	"('261', 'YISHUN ST 22', 'YISHUN')"	760261
2966	"('261A', 'PUNGGOL WAY', 'PUNGGOL')"	821261
2967	"('261A', 'SENGKANG EAST WAY', 'SENGKANG')"	541261
2968	"('261B', 'PUNGGOL WAY', 'PUNGGOL')"	822261
2969	"('261B', 'SENGKANG EAST WAY', 'SENGKANG')"	542261
2970	"('261C', 'PUNGGOL WAY', 'PUNGGOL')"	823261
2971	"('261C', 'SENGKANG EAST WAY', 'SENGKANG')"	543261
2972	"('261D', 'SENGKANG EAST WAY', 'SENGKANG')"	544261
2973	"('262', 'BISHAN ST 22', 'BISHAN')"	570262
2974	"('262', 'BOON LAY DR', 'JURONG WEST')"	642262
2975	"('262', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650262
2976	"('262', 'JURONG EAST ST 24', 'JURONG EAST')"	600262
2977	"('262', 'SERANGOON CTRL DR', 'SERANGOON')"	550262
2978	"('262', 'TAMPINES ST 21', 'TAMPINES')"	520262
2979	"('262', 'WATERLOO ST', 'CENTRAL AREA')"	180262
2980	"('262', 'YISHUN ST 22', 'YISHUN')"	760262
2981	"('262A', 'COMPASSVALE ST', 'SENGKANG')"	541262
2982	"('262B', 'COMPASSVALE ST', 'SENGKANG')"	542262
2983	"('262C', 'COMPASSVALE ST', 'SENGKANG')"	543262
2984	"('262D', 'COMPASSVALE ST', 'SENGKANG')"	544262
2985	"('263', 'BISHAN ST 22', 'BISHAN')"	570263
2986	"('263', 'BOON LAY DR', 'JURONG WEST')"	640263
2987	"('263', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650263
2988	"('263', 'JURONG EAST ST 24', 'JURONG EAST')"	600263
2989	"('263', 'SERANGOON CTRL DR', 'SERANGOON')"	550263
2990	"('263', 'TAMPINES ST 21', 'TAMPINES')"	520263
2991	"('263', 'WATERLOO ST', 'CENTRAL AREA')"	180263
2992	"('263', 'YISHUN ST 22', 'YISHUN')"	760263
2993	"('264', 'BISHAN ST 24', 'BISHAN')"	570264
2994	"('264', 'BOON LAY DR', 'JURONG WEST')"	640264
2995	"('264', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650264
2996	"('264', 'JURONG EAST ST 24', 'JURONG EAST')"	600264
2997	"('264', 'TAMPINES ST 21', 'TAMPINES')"	520264
2998	"('264', 'WATERLOO ST', 'CENTRAL AREA')"	180264
2999	"('264', 'YISHUN ST 22', 'YISHUN')"	760264
3000	"('264A', 'COMPASSVALE BOW', 'SENGKANG')"	541264
3001	"('264A', 'PUNGGOL WAY', 'PUNGGOL')"	821264
3002	"('264B', 'COMPASSVALE BOW', 'SENGKANG')"	542264
3003	"('264C', 'COMPASSVALE BOW', 'SENGKANG')"	543264
3004	"('264D', 'COMPASSVALE BOW', 'SENGKANG')"	544264
3005	"('264E', 'COMPASSVALE BOW', 'SENGKANG')"	548264
3006	"('264F', 'COMPASSVALE BOW', 'SENGKANG')"	540264
3007	"('265', 'BISHAN ST 24', 'BISHAN')"	570265
3008	"('265', 'BOON LAY DR', 'JURONG WEST')"	640265
3009	"('265', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650265
3010	"('265', 'TAMPINES ST 21', 'TAMPINES')"	520265
3011	"('265', 'TOH GUAN RD', 'JURONG EAST')"	600265
3012	"('265', 'YISHUN ST 22', 'YISHUN')"	760265
3013	"('265A', 'COMPASSVALE LINK', 'SENGKANG')"	541265
3014	"('265A', 'PUNGGOL WAY', 'PUNGGOL')"	821265
3015	"('265B', 'COMPASSVALE LINK', 'SENGKANG')"	542265
3016	"('265B', 'PUNGGOL WAY', 'PUNGGOL')"	822265
3017	"('265C', 'COMPASSVALE LINK', 'SENGKANG')"	543265
3018	"('265C', 'PUNGGOL WAY', 'PUNGGOL')"	823265
3019	"('265D', 'COMPASSVALE BOW', 'SENGKANG')"	544265
3020	"('265D', 'PUNGGOL WAY', 'PUNGGOL')"	824265
3021	"('265E', 'COMPASSVALE BOW', 'SENGKANG')"	548265
3022	"('266', 'BISHAN ST 24', 'BISHAN')"	570266
3023	"('266', 'BOON LAY DR', 'JURONG WEST')"	640266
3024	"('266', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650266
3025	"('266', 'PASIR RIS ST 21', 'PASIR RIS')"	510266
3026	"('266', 'TAMPINES ST 21', 'TAMPINES')"	520266
3027	"('266', 'TOH GUAN RD', 'JURONG EAST')"	600266
3028	"('266', 'YISHUN ST 22', 'YISHUN')"	760266
3029	"('266A', 'COMPASSVALE BOW', 'SENGKANG')"	541266
3030	"('266A', 'PUNGGOL WAY', 'PUNGGOL')"	821266
3031	"('266B', 'COMPASSVALE BOW', 'SENGKANG')"	542266
3032	"('266B', 'PUNGGOL WAY', 'PUNGGOL')"	822266
3033	"('266C', 'COMPASSVALE BOW', 'SENGKANG')"	543266
3034	"('266C', 'PUNGGOL WAY', 'PUNGGOL')"	823266
3035	"('266D', 'PUNGGOL WAY', 'PUNGGOL')"	824266
3036	"('267', 'BISHAN ST 24', 'BISHAN')"	570267
3037	"('267', 'BOON LAY DR', 'JURONG WEST')"	640267
3038	"('267', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650267
3039	"('267', 'PASIR RIS ST 21', 'PASIR RIS')"	510267
3040	"('267', 'TAMPINES ST 21', 'TAMPINES')"	520267
3041	"('267', 'TOH GUAN RD', 'JURONG EAST')"	600267
3042	"('267', 'YISHUN ST 22', 'YISHUN')"	760267
3043	"('267A', 'COMPASSVALE LINK', 'SENGKANG')"	541267
3044	"('267A', 'PUNGGOL FIELD', 'PUNGGOL')"	821267
3045	"('267B', 'COMPASSVALE LINK', 'SENGKANG')"	542267
3046	"('267B', 'PUNGGOL FIELD', 'PUNGGOL')"	822267
3047	"('267C', 'PUNGGOL FIELD', 'PUNGGOL')"	823267
3048	"('268', 'BISHAN ST 24', 'BISHAN')"	570268
3049	"('268', 'BT BATOK EAST AVE 4', 'BUKIT BATOK')"	650268
3050	"('268', 'PASIR RIS ST 21', 'PASIR RIS')"	510268
3051	"('268', 'TAMPINES ST 21', 'TAMPINES')"	520268
3052	"('268', 'TOH GUAN RD', 'JURONG EAST')"	600268
3053	"('268', 'YISHUN ST 22', 'YISHUN')"	760268
3054	"('268A', 'BOON LAY DR', 'JURONG WEST')"	641268
3055	"('268A', 'COMPASSVALE LINK', 'SENGKANG')"	541268
3056	"('268A', 'PUNGGOL FIELD', 'PUNGGOL')"	821268
3057	"('268B', 'BOON LAY DR', 'JURONG WEST')"	642268
